Iteration,test_preds,estimated_params,posterior_means
53,"[-0.023442185, -1.2412997, -1.3041908, -1.360884, 0.5082787, 0.611863, 0.32885098, -1.3342901, -1.1379546, -1.2644011, 0.7398077, 0.5435962, 0.19543879, 0.15450849, 0.28452587, 0.6271359, 0.5909301, 0.64581656, 1.0489343, 1.5477583, 1.1789291, -0.46683738, -0.6101619, -0.39762682, 1.0486623, 1.671481, 1.2181883, -0.6131184, -0.71620333, -0.3314228, -0.3392757, -0.32837996, -0.53348297, -0.54578406, -0.57797116, -0.9607093, -1.5951494, -0.7721155, 0.5337045, 0.77892894, 0.47601098, -0.84710664, -1.5286367, -1.3859704, 0.57200384, 0.9686065, 0.5102861, 0.43090898, 0.32392442, 0.36142957, 0.38279507, 0.45766756]","[1.7374423, 1.9511268, 2.506823, 0.1437, 2.2315063, 1.875893, 1.2607517, 2.2059674, 3.50085, 1.0244162]","[2.007192850112915, 4.360136985778809, 2.9308135509490967, 3.608663320541382, 2.5584263801574707, 2.8061516284942627, 0.2654242515563965, 3.43536376953125, 1.3948196172714233, 2.462928533554077]"
54,"[-0.66204953, 1.051464, 0.92829466, -0.8741745, 0.46109068, 0.52850187, 0.20895654, 0.91421705, 1.0750353, -1.1203306, 0.6400704, 0.6803507, 0.070806846, 0.8237637, 0.33029708, 0.6542429, 0.29474524, 0.47208652, -0.9215034, -0.6626905, 0.61656034, -0.4694113, -0.51258075, -0.39375284, -0.81120414, -1.0184681, 0.70368266, -0.49142706, -0.60803914, -0.36927867, -0.5590897, -0.4954462, -0.5457938, -0.48187092, -0.50476265, 1.0277066, 0.32484296, -0.63851744, 0.5472779, 0.5422434, 0.74772215, 0.9744914, 0.7745531, -0.17475435, 0.405452, 0.5394726, 0.96869224, 0.34464556, 0.60291475, 0.4253094, 0.66909367, 0.54136753]","[0.46300298, 1.4433866, 2.6580317, 1.8917894, 2.8331957, 2.2439842, 2.242676, 2.4453816, 2.6653225, 1.7791598]","[1.772231101989746, 1.1779875755310059, 4.717696666717529, 2.1680150032043457, 2.4487295150756836, 1.1404305696487427, 4.306009292602539, 0.8125863671302795, 2.9181103706359863, 1.4233397245407104]"
55,"[-0.07816659, -0.72483295, -0.7326332, 0.33877996, -0.8149195, -0.81054616, 0.31926063, -0.6485349, -0.67404413, 0.7049433, -0.85782105, -0.71041423, 0.68346375, 0.44711533, 0.90365905, 0.6114566, 1.0896795, 0.8203036, 0.6089938, 0.42952812, -0.2915151, 0.62229747, 0.5832929, -0.17158945, 0.36478359, 0.51038164, -0.37344244, 0.73358846, 0.627781, -0.39290425, -0.64447945, -0.7597762, -0.83856255, -0.90030175, -0.7526957, -0.702717, -0.083525784, 0.28215906, -0.6617054, -0.6761384, -0.390744, -0.23522745, -0.17863779, -0.20788346, -0.95504564, -0.74927366, -0.44024238, 0.9173236, 0.60337806, 0.8730647, 0.53458685, 0.743722]","[3.0535889, 3.7364016, 2.4682822, 2.8210547, 2.345101, 2.846637, 1.251875, 2.3835726, 2.7030418, 3.186829]","[2.3953704833984375, 4.778724193572998, 1.9725433588027954, 1.2615333795547485, 0.7648478746414185, 2.369518280029297, 1.3871923685073853, 3.01338267326355, 3.272245168685913, 3.6373064517974854]"
56,"[0.46797597, 0.12775727, 0.221062, 0.5354081, -0.8584095, -0.8841845, 0.37703025, 0.07183048, 0.041295655, 0.60506564, -1.0404412, -1.0734707, 0.45963734, -0.3508154, -0.8712345, -1.1905369, -0.23666975, -0.78470325, -0.2097857, -0.41757295, -0.37402984, 0.67980975, 0.62557995, -0.33153996, -0.20949185, -0.2828653, -0.5289674, 0.75288963, 0.85784364, -0.3430379, 0.33632624, 0.9360107, 1.120174, 0.56810987, 0.7423016, 0.2759648, 0.6172597, 0.052613124, -0.82527286, -0.6560087, 0.16068514, 0.37181303, 0.43502966, 0.46214044, -0.6299191, -0.6973251, -0.048743915, -0.59329176, -1.3975585, -1.2273346, -1.0033033, -1.2709032]","[2.3210387, 1.6382498, 2.0304546, 1.666385, 1.0438354, 2.590882, 2.6385262, 1.803298, 1.5750607, 2.1177752]","[1.2505183219909668, 1.8344630002975464, 2.884169816970825, 3.3841357231140137, 1.8372431993484497, 1.7734839916229248, 3.7609634399414062, 4.496821403503418, 2.4299116134643555, 3.2237236499786377]"
57,"[-0.66550046, 0.45764711, 0.460013, 0.30207753, 1.1164947, 1.1559563, 0.4640709, 0.3647927, 0.45198044, 0.040800802, 1.0911225, 1.1050217, 0.20752531, -0.25929838, -0.24522303, -0.0025111092, -0.40686676, -0.33634505, -0.47755918, -0.4085566, -0.48966083, -0.9022919, -0.9065336, -0.5469023, -0.3881748, -0.3523715, -0.2515359, -0.93509364, -1.00026, -0.43793908, 0.16135533, 0.112332225, 0.19490618, 0.33296043, 0.19881089, 0.47763047, 0.2652082, 0.76688534, 0.9338785, 1.0495236, 0.7717179, 0.38794982, 0.21916828, 0.4349605, 1.0742015, 1.0518944, 0.8402019, -0.26075107, 0.04323792, -0.22259541, -0.06813604, -0.121426284]","[3.4658945, 2.6636357, 3.627609, 3.8415396, 3.922661, 4.787961, 3.591332, 2.355939, 1.6385628, 3.3689108]","[2.1452314853668213, 4.582112789154053, 2.8718717098236084, 3.004112482070923, 4.308870792388916, 4.476212501525879, 1.1714330911636353, 4.360800743103027, 2.4151222705841064, 1.819786787033081]"
58,"[0.60191715, 0.07967297, 0.06968474, 0.2485755, 0.5658811, 0.58785594, 0.31808648, -0.065433405, 0.011084596, 0.041957036, 0.42590508, 0.4530312, 0.06338644, -1.288179, -1.7282948, -1.5843832, -1.4627637, -1.7172132, -0.16745578, -0.08872279, -0.33671725, -0.5466777, -0.5305386, -0.35859406, -0.06865553, 0.0469901, -0.18653676, -0.47961795, -0.49885982, -0.22492026, 1.4632348, 2.0320504, 1.9007454, 1.7173069, 1.7765125, 0.15979436, 0.041604448, 0.41058102, 0.56175333, 0.5429135, 0.37168688, 0.0803549, 0.09363771, 0.32251546, 0.5468059, 0.51298815, 0.38907018, -1.8160466, -2.1778615, -2.1943283, -1.9170481, -2.0395703]","[2.25429, 2.353237, 0.33924487, 0.20882216, 2.1245291, 2.1169684, 1.3928251, 3.2550135, 1.3207504, 0.40965682]","[0.6134822964668274, 4.781282424926758, 2.4953339099884033, 0.6689494252204895, 3.825634717941284, 1.7991191148757935, 3.0973594188690186, 1.898665428161621, 1.3477661609649658, 0.3931911587715149]"
59,"[-0.10351881, 0.14190602, 0.11630645, 0.0479768, -1.2229035, -1.1101537, 0.42066848, 0.2110318, 0.1611183, 0.36659858, -1.293279, -0.73368573, 0.86769587, 0.8884609, 1.0672648, 0.8920099, 1.2298903, 0.9920022, -0.19968078, -0.33031955, -0.0064796447, 0.9895077, 0.876427, -0.264419, -0.35026696, -0.38712662, -0.14657204, 1.3087491, 0.85119325, -0.5224556, -0.84487736, -0.94764256, -1.0619797, -1.0344378, -0.8984211, 0.19312721, 0.54433733, -0.16512744, -1.025108, -1.0774758, -0.17065091, 0.56042653, 0.51770806, -0.32032916, -1.8011752, -1.4080721, -0.28014576, 1.0061599, 0.84161454, 1.109222, 0.72784126, 0.95602316]","[4.0091505, 3.325353, 3.3572488, 2.4719074, 1.6297969, 0.1134, 3.099279, 3.2604768, 4.2729216, 4.0311923]","[4.543588161468506, 3.2807869911193848, 2.912424325942993, 1.6044909954071045, 1.5463628768920898, 0.14076778292655945, 3.3461978435516357, 3.234506130218506, 4.267026424407959, 4.0644307136535645]"
60,"[0.5536746, -2.671935, -2.6619234, 0.911337, -1.1205945, -1.1503717, -0.07627006, -2.6928155, -2.6364176, 1.3584394, -1.2670265, -1.2788681, 0.16459233, -0.15500607, 1.105225, 0.4142977, 0.9899201, 0.84260935, 2.921117, 2.5260444, -0.48102105, 0.8569155, 0.8381703, 0.21137545, 3.0114095, 2.695148, -0.9240711, 0.8133388, 1.0015019, 0.31679648, -0.47480175, -0.85238975, -0.77831054, -0.61554646, -0.7978676, -2.2154937, -2.080436, -0.03865148, -0.9157366, -0.82676876, -0.75106597, -2.2060378, -1.4027157, 0.6155325, -0.47945926, -0.65675306, -1.5008715, 1.0591042, 0.67968726, 1.014176, 0.18334283, 0.85373026]","[4.475728, 4.8151, 1.5527666, 4.3465137, 1.0807167, 1.7670093, 0.25856712, 1.2257099, 4.95, 1.799237]","[4.651357173919678, 4.367641925811768, 1.349673867225647, 3.5908010005950928, 1.6603351831436157, 3.6097259521484375, 0.37972816824913025, 0.8941497802734375, 1.065751552581787, 4.690657138824463]"
61,"[0.33784604, 1.0803361, 0.97124696, -2.4531798, 0.98505414, 1.1804085, 0.7322035, 0.81848323, 1.0897566, -2.8954902, 1.2082788, 1.0610392, 0.3359376, -0.44678834, -1.3269088, -0.6554341, -1.2071397, -1.0771184, -0.89927655, -0.57723904, 2.0169716, -0.7622222, -0.9445058, -0.8083819, -0.7676787, -0.74611926, 2.819716, -0.8470053, -1.0026851, -0.6935368, 0.64437747, 0.9808486, 1.1215045, 1.0174655, 1.0606217, 0.90118253, 0.0695268, -1.9974023, 0.7871234, 1.2329767, 1.2600299, 0.9745358, 0.20914176, -1.7077756, 0.6930779, 1.1063648, 1.415406, -1.190528, -0.52524555, -1.1215687, -0.5416915, -0.9283116]","[0.2864128, 1.1034155, 2.536709, 4.5848775, 4.4107285, 4.9477, 4.2279067, 4.836542, 1.8596, 0.5752261]","[0.31627413630485535, 1.024948000907898, 3.1686315536499023, 3.1509640216827393, 4.523776054382324, 4.480466842651367, 4.188614845275879, 4.6853790283203125, 0.40141475200653076, 2.9311962127685547]"
62,"[-0.62940764, -0.5751062, -0.6640331, -0.0102620125, 0.8948594, 0.99484, 0.32599694, -0.5450973, -0.5861296, -0.024182525, 0.88355905, 0.9390759, 0.20158443, 0.1952698, 0.44757307, 0.62405574, 0.48594904, 0.49558422, 0.44131574, 0.6503902, -0.078342974, -0.76400816, -0.8062402, -0.37498623, 0.32491025, 0.7818781, -0.087379746, -0.7994335, -0.91867167, -0.35843983, -0.3827032, -0.44559467, -0.562816, -0.5345115, -0.5089206, -0.5997053, -0.6644497, 0.15513465, 0.82536864, 0.93513346, 0.3323057, -0.31649384, -0.60559255, 0.17186254, 0.9195431, 1.0214448, 0.47788432, 0.51685494, 0.4583719, 0.46898606, 0.47329628, 0.49838]","[3.1788466, 2.7681735, 3.2840288, 3.1840868, 4.114137, 3.4911287, 2.5968082, 3.4056199, 3.5897284, 3.7007763]","[2.560837507247925, 0.3812202215194702, 0.8440567851066589, 3.764230728149414, 3.6817800998687744, 4.458077430725098, 2.675431728363037, 3.389589548110962, 3.642664909362793, 3.1640195846557617]"
63,"[1.3482804, 1.113138, 1.148117, 0.14119996, -1.1235309, -1.1691138, 0.38241336, 0.8038497, 1.0653437, -0.055588, -1.313835, -1.3157909, 0.47156432, -1.2478592, -2.0045102, -2.2106714, -1.4222687, -1.9479175, -0.989505, -1.0487074, -0.21233214, 0.9885751, 0.9462113, -0.37159207, -0.7301581, -1.2361962, 0.013957567, 1.2055347, 1.218923, -0.32403564, 1.5617266, 2.153436, 2.057205, 1.7364489, 2.191442, 1.2230903, 1.0413373, 0.08483723, -1.0981526, -1.0892999, 0.28345713, 0.90151477, 1.2400684, -0.20979062, -1.3258468, -1.3061448, -0.0859422, -2.0813272, -2.1158552, -1.6905923, -2.061375, -2.031272]","[4.1382194, 1.7467908, 2.601972, 3.7749527, 1.7841946, 0.31737322, 4.7028437, 4.9034977, 0.5788515, 1.0448294]","[4.184117317199707, 0.761829137802124, 3.1050772666931152, 2.373237133026123, 0.8993238210678101, 1.5866552591323853, 4.805405139923096, 4.611369609832764, 0.8734027147293091, 0.7068453431129456]"
64,"[-0.3436888, 0.14124584, 0.16474257, 0.7243766, -0.37096846, -0.3425978, 0.9102265, -0.027345395, 0.11353701, 0.7729179, -0.529454, -0.4354973, 1.0024778, -0.030428186, 0.1489856, -0.17532551, 0.45562705, 0.076468006, -0.26693285, -0.35729393, -0.5687273, 0.2023556, 0.115378045, -0.7299366, -0.19888629, -0.32416385, -0.6719847, 0.28478232, 0.23594557, -0.78920305, -0.14275753, -0.053331975, -0.017917689, -0.19153555, -0.11484793, 0.419236, 0.5751738, 0.33536518, -0.3120577, -0.049980786, 0.6317454, 0.53466666, 0.58173406, 0.6450405, -0.244088, -0.17625731, 0.4383139, 0.17116104, -0.13979608, 0.14157248, -0.16762467, -0.012767111]","[3.1063128, 2.6203964, 3.1746707, 2.84464, 2.1354654, 2.4690785, 2.7646132, 2.3674195, 2.417522, 2.528796]","[2.9300670623779297, 2.502241849899292, 2.497173547744751, 2.8015758991241455, 1.9382939338684082, 2.323183059692383, 2.8764495849609375, 1.8233473300933838, 2.020998954772949, 2.6240463256835938]"
65,"[-0.7834679, 0.018851664, 0.13203286, -0.22648332, 0.7885112, 0.68973476, -0.80196637, 0.38588348, 0.14304684, -0.20878077, 0.98760015, 0.87388754, -0.90775806, 1.06011, 1.0630736, 1.2504953, 0.6792414, 1.0129571, -0.045098018, -0.1518503, -0.030485641, -0.6790276, -0.5956131, 0.48289567, -0.23870535, -0.0014836004, 0.0486111, -0.80511534, -0.77577764, 0.57642233, -0.83331436, -1.0581949, -1.0402981, -0.8480609, -0.9256107, -0.2580107, -0.0457374, 0.33149353, 0.72714597, 0.5416509, -0.19103885, -0.26389185, -0.44491023, -0.036183096, 0.8359853, 0.7420705, 0.043289628, 0.81963193, 1.1483244, 0.8275799, 0.9569547, 1.022918]","[1.5222929, 1.0222833, 2.3427167, 2.8835857, 3.5631604, 3.1498191, 4.4011936, 1.6868365, 4.0387173, 4.721523]","[1.8978564739227295, 1.0576369762420654, 1.539467215538025, 3.3649041652679443, 3.6934151649475098, 2.8856537342071533, 3.8162012100219727, 1.6879218816757202, 4.0188703536987305, 4.766478538513184]"
66,"[-0.78199, -0.5956083, -0.5583703, 0.42102975, 0.6032302, 0.7256583, 1.1218934, -0.78749037, -0.56580466, 0.48748466, 0.55107814, 0.6107495, 1.0516905, 0.13867883, 0.6301983, 0.5648554, 0.8560363, 0.5721318, 0.30051216, 0.37046725, -0.3804505, -0.5827062, -0.6959833, -0.9568771, 0.40684813, 0.5276818, -0.47265017, -0.64839125, -0.755083, -0.9453517, -0.38920194, -0.5380793, -0.5622692, -0.5612966, -0.5597775, -0.062863745, -0.18934333, 0.29157746, 0.6114114, 0.95776486, 1.1570348, 0.07267732, -0.24821323, 0.47776815, 0.87107915, 1.012241, 0.98607713, 0.6053661, 0.46360373, 0.5322469, 0.22836335, 0.5313645]","[3.2652361, 3.0187385, 4.43203, 3.838511, 3.9119072, 2.8737926, 1.7380959, 4.6028385, 3.1205199, 2.8735707]","[4.403317928314209, 3.103461265563965, 4.812145233154297, 4.3683247566223145, 3.388533115386963, 2.7992663383483887, 0.6758344769477844, 1.7545363903045654, 4.314126491546631, 2.831303119659424]"
67,"[-0.045578625, 1.0530311, 1.1000285, 0.25120345, 0.15154181, -0.21532422, -2.8535075, 1.431117, 1.0922595, -0.02531589, 0.29956767, 0.13900945, -2.8939762, 0.47880864, -0.034435667, 0.23172812, -0.84966284, -0.05130569, -0.8465359, -0.92877454, -0.5318375, -0.22101507, 0.22807552, 3.0180223, -0.86631286, -1.0568303, -0.27811953, -0.28157517, 0.1528868, 2.832291, -0.1815601, -0.2284188, -0.15419155, 0.053983297, -0.0900754, 0.634809, 0.7377268, 0.8421325, 0.17991734, -0.7416643, -1.9918844, 0.079839624, 0.81274426, 0.5562594, 0.13873772, -0.61886144, -1.5164936, -0.21414056, 0.40261385, 0.049703743, 0.8295738, 0.17334852]","[4.7330904, 4.9488254, 0.18713333, 1.1972197, 1.794482, 3.5506575, 4.600675, 3.080756, 2.8327577, 4.1541715]","[4.290575981140137, 4.3915486335754395, 1.9859734773635864, 0.12148485332727432, 0.6426857709884644, 4.83416748046875, 3.237502336502075, 4.5579423904418945, 4.530424118041992, 0.7848421335220337]"
68,"[-1.0406829, 0.41058886, 0.45784262, 0.96069044, 0.83679634, 0.8387101, 0.9312024, 0.27735934, 0.44377726, 0.8349989, 0.6223079, 0.90493476, 0.8707422, 0.31619236, 0.56983024, 0.55930376, 0.58997804, 0.36818555, -0.46876672, -0.54629374, -0.8875643, -0.77188504, -0.72102314, -0.79639304, -0.40170434, -0.565017, -0.78929424, -0.5750194, -0.77907926, -0.82456523, -0.3952023, -0.5300345, -0.60293293, -0.48600307, -0.42700517, 0.5766632, 0.62629116, 0.88138175, 0.8351501, 0.84339845, 0.9017721, 0.63831335, 0.6128054, 0.88117653, 0.53021175, 0.6531176, 0.8803172, 0.44764417, 0.48087585, 0.5718719, 0.33888978, 0.46146795]","[3.6418593, 2.3243454, 3.1389334, 2.7203312, 3.1991622, 2.7986693, 2.9033961, 2.6026917, 3.1290462, 2.9389446]","[3.6505134105682373, 4.064185619354248, 2.667938232421875, 3.1643309593200684, 3.6212127208709717, 2.979099988937378, 2.492574453353882, 2.864992380142212, 3.242457866668701, 2.8616890907287598]"
69,"[1.0476515, -0.078764096, -0.13869336, -1.1679671, -1.8882115, -1.859529, -0.5491328, 0.08005545, -0.16411848, -0.8038342, -1.8077202, -2.1952028, -0.32859454, 0.4394261, -0.18826783, -0.4629131, 0.25246784, 0.2846367, 0.06733574, 0.023922414, 1.240185, 1.9023907, 1.8189893, 0.47934946, -0.14244339, 0.102543995, 0.81634647, 1.7594959, 2.354715, 0.4344483, -0.38022804, -0.019074336, 0.2109235, -0.30114487, -0.2674026, -0.21228218, 0.052948065, -1.4407059, -1.9892173, -1.7636175, -0.74032414, 0.030939737, -0.14767, -1.1691947, -1.567901, -1.7243872, -0.97823566, 0.23497719, -0.091229595, -0.11319017, 0.13521852, 0.03653571]","[1.8234439, 1.7188755, 0.7233286, 2.0441046, 0.66106707, 1.0569232, 1.3102596, 1.437365, 1.5709567, 1.4633906]","[0.2444324940443039, 1.1397498846054077, 4.505128860473633, 3.4735238552093506, 2.003479480743408, 0.17525941133499146, 0.4574716091156006, 1.5197186470031738, 4.820382595062256, 0.2358642965555191]"
70,"[0.014510788, 0.13637613, 0.07032143, -0.57307976, -0.23277518, -0.19367638, -1.5546215, 0.4142554, 0.17068964, -0.62948585, -0.04446462, -0.18026255, -1.6269579, 0.40196246, 0.24447225, 0.36095834, -0.19194655, 0.33557954, -0.13098262, 0.03111912, 0.47209945, 0.12443097, 0.12948759, 1.2831382, -0.24329774, 0.035762463, 0.35111916, -0.06003699, 0.21858674, 1.4757855, -0.38617462, -0.46586663, -0.36423695, -0.25434586, -0.43129748, -0.10613317, -0.258834, -0.49416772, -0.14477307, -0.4053641, -1.0665292, -0.3498764, -0.08394925, -0.0530907, 0.0995559, -0.29028574, -0.8544155, 0.33414027, 0.6453734, 0.37709796, 0.73384106, 0.51521456]","[0.97339845, 0.1619472, 0.6960338, 0.7132204, 1.6260949, 1.8880184, 1.9859996, 1.5755099, 1.8064709, 2.1918557]","[2.244662284851074, 3.884495258331299, 1.5453429222106934, 3.9156250953674316, 2.1498324871063232, 3.042940616607666, 2.287128210067749, 2.839977979660034, 1.0341914892196655, 1.9637527465820312]"
71,"[-1.2045665, -0.012679284, 0.1261893, 1.0441175, 0.8890119, 0.8912099, 0.90043217, 0.02150269, 0.080405004, 1.0661829, 0.76158273, 0.945579, 0.8978231, 0.8491379, 1.1085793, 1.067325, 1.1872848, 0.9127897, -0.12737733, -0.37015212, -0.9313591, -0.7927285, -0.7659288, -0.7800306, -0.22922273, -0.28202736, -0.8919562, -0.7257081, -0.883844, -0.857005, -0.77080613, -0.89983505, -0.958397, -0.9427251, -0.811469, 0.15979575, 0.5748581, 0.9052541, 0.82260805, 0.92958665, 0.8712775, 0.48279408, 0.27576602, 0.8299076, 0.79649067, 0.9128081, 0.9375433, 0.8656747, 0.7348888, 0.79272014, 0.6190665, 0.79970133]","[3.5545855, 3.100702, 3.7162137, 3.3191087, 3.7825825, 3.3141186, 2.851668, 2.6216228, 4.2423625, 3.5587034]","[3.8184499740600586, 3.6942145824432373, 4.470378398895264, 3.671891450881958, 3.5780017375946045, 2.833683729171753, 1.6174200773239136, 3.2082901000976562, 4.365795135498047, 3.467238426208496]"
